,avg_salary,company,rating,job title,location,job description,company_type,company_sector,company_industry,age,title,python,spark,Machine Learning,phd,master,min_salary,max_salary
49,67.5,SumUp,3.6,Product Data Analyst,Paris,"SumUp is a digital ecosystem dedicated to local entrepreneurs. Our range of solutions answers all our merchants' challenges; from reservations, through click and collect, deliveries and digital payment, to the management of their business thanks to intuitive and comprehensive financial analytics.
In SumUp POS, we are creating the world's most complete Point of Sale, for all merchants in all businesses. We take care of the details so that merchants can focus on what they do best. We help merchants better connect to their business, to their customers and to each other.
SumUp POS offers more than a cash register, it offers an innovative ecosystem where our POS Tribe of over 400 people in Paris, Milan, Barcelona, Germany and the UK are working hard to go as far as possible and become the European leader in our market.",Company - Private,Financial Services,Financial Transaction Processing,11,junior,0,0,0,0,0,60,75
50,67.5,Artefact,4.2,Data Scientist,Paris,"Who we are
Artefact is a new generation of a data service provider, specialising in data consulting and data-driven digital marketing, dedicated to transforming data into business impact across the entire value chain of organisations. We are proud to say we're enjoying skyrocketing growth.
Our broad range of data-driven solutions in data consulting and digital marketing are designed to meet our clients' specific needs, always conceived with a business-centric approach and delivered with tangible results. Our data-driven services are built upon the deep AI expertise we've acquired with our 1000+ client base around the globe.
We have 1000 employees across 20 offices who are focused on accelerating digital transformation. Thanks to a unique mix of company assets: State of the art data technologies, lean AI agile methodologies for fast delivery, and cohesive teams of the finest business consultants, data analysts, data scientists, data engineers, and digital experts, all dedicated to bringing extra value to every client.",Company - Private,Management & Consulting,Business Consulting,9,junior,0,0,0,0,0,60,75
51,67.5,Licorne Society,-1.0,Data Analyst - startups,Paris,"Licorne Society est à la recherche de Data Analyst pour des startups innovantes, ne laisse pas passer ta chance !

C’est quoi Licorne Society ?

Licorne Society est le seul outil qui te met en relation avec plus de 3000 startups recrutant en France, tous secteurs et métiers confondus. Qu’elles soient en création ou en phase d’hypercroissance, toutes les startups t’attendent sur Licorne Society. Ah oui, et c’est gratuit !
Notre promesse : faire matcher ta recherche avec les meilleures opportunités et mettre en avant ton profil auprès des startups qui recrutent.

>> www.licornesociety.com <<

L'inscription prend moins de 10 minutes. Tu pourras alors accéder à l'ensemble des offres en startup du marché et être contacté directement par les recruteurs :

1 - Remplis ton profil et tes attentes.
2 - Passe en revue les offres que nous te proposons en fonction de tes critères de recherche et reçois une notification à chaque nouvelle offre publiée. Avec notre mode Tinder, tu n’as qu’à swiper les offres. Matcher avec le job de tes rêves n’a jamais été aussi simple !
3 - Reçois des sollicitations directes pour des postes de Data Analyst au sein de nos startups préférées (pour ne citer que BackMarket, PlayPlay, Payfit, Trustpair ou encore Choco)

Profil recherché :

Les parcours particulièrement valorisés chez Licorne Society :

On se dit à tout de suite sur la plateforme ?
>> www.licornesociety.com <<",Company - Private,-1,-1,-1,junior,0,0,0,0,0,60,75
52,67.5,Clarins,3.6,CDD – CRM Data Analyst,Neuilly-sur-Seine,"CDD - CRM Data Analyst

A global leading skincare and make-up company, Clarins group is the embodiment of a committed family history, with a fierce passion for innovation and spirit of independence. Its raison d’être is ""making life more beautiful, passing on a more beautiful planet"".

Operating in more than 150 countries, we are now the number one skincare company in Europe and are accelerating our development on all other continents, particularly in Asia and the Americas.

Because our 8,000 talents are unique, we are committed to promoting diversity in all its forms.

Do you want to help write the next chapter of our story? We are looking for a CRM Data Analyst based in Paris.

The role:",Company - Private,Manufacturing,Consumer Product Manufacturing,69,junior,0,0,0,0,0,60,75
53,67.5,Nature et découvertes,3.7,Data Analyst F/H,Versailles,"Vous souhaitez concilier commerce, humanisme, engagement, audace et exigence ? Rejoignez Nature & Découvertes ! Créée en 1990, l’entreprise française s’est dotée d’un écosystème réunissant sa Fondation pour la biodiversité et l’éducation à la nature, son centre de formation ainsi qu’une ferme urbaine de permaculture. Certifiée B Corp et entreprise à mission, elle agit au quotidien pour s’inscrire dans un monde plus durable à travers son offre de produits et expériences. Avec plus de 90 magasins en Europe, elle s’attache également au développement et à l'épanouissement de ses 1000 salariés.

Dans le cadre de notre développement nous recherchons un.e Data Analyst H/F

Au sein de la direction Clients, lvous traiterez l’ensemble des données disponibles (tickets, clients, opérations commerciales, CRM …) pour développer la connaissance clients dans l’entreprise, suivre et optimiser l’efficacité des actions, développer et maintenir des outils innovants pour exploiter la data.",Unknown,Retail & Wholesale,Other Retail Stores,33,junior,0,0,0,0,0,60,75
54,67.5,McKinsey & Company,4.4,"Data Scientist (full time, all seniority levels) - QuantumBlack",Paris,"Who You'll Work With
Based in Paris and working across the region, as a consultant data scientist you will work closely with our clients, data engineers and all types of McKinsey consultants on interdisciplinary projects, using maths, stats and machine learning to derive structure and knowledge from raw data across various industry sectors.
This hybrid client-facing/technical role will allow you to use state of the art technologies to solve highly impactful business problems, whilst also leveraging your strong communication skills to convey complex intractable ideas to non-technical audiences.
Who you are
This full time position is for a data scientist across all seniority levels with strong intrinsic technical ability and an aptitude to solving complex problems using technology.",Company - Private,Management & Consulting,Business Consulting,14,junior,0,0,0,0,0,60,75
55,67.5,Société Générale,3.7,Data Scientist-(H/F),Paris,"Vos missions au quotidien
Vous savez « faire parler » les données pour créer de la valeur ? Le monde de la donnée vous intéresse et vous passionne ? Rejoignez-nous !
Au sein de l’Inspection Générale et de l’Audit (IGAD), vous intégrez le Data Lab en qualité de ""Data Scientist Alternant"". A ce titre, vous aurez en charge une thématique transverse (exploratoire) et pourrez participer, le cas échéant, à des projets plus opérationnels via des missions de l’Inspection Générale ou de l’Audit en priorité sur le périmètre de la Banque de Détail.
Concrètement, vous serez amené(e), sous la supervision de votre tuteur et/ou de votre manager, à :
Comprendre les besoins du projet que vous aurez à mener pour les traduire en termes de problématiques ""Data"" et proposer des solutions opérationnelles.",Company - Private,Financial Services,Investment & Asset Management,159,junior,0,0,0,0,0,60,75
56,67.5,Société Générale,3.7,Data Analyst-(H/F),Paris,"Vos missions au quotidien
Vous êtes passionné(e) par la data et vous souhaitez travailler dans un environnement stimulant ? Rejoignez-nous !
Au sein du Groupe Société Générale, entant qu'alternant Data analyst vous rejoignez les activités de Global Transaction Banking de la Banque de Grande Clientèle et Solutions Investisseurs. Plus particulièrement, vous intégrer les équipes chargées de proposer des solutions de paiements, gestion de flux et liquidité à nos clients corporates et institutionnels.
Au sein de cette entité vous intégrerez l’équipe « Data » chargée de piloter les travaux utilisant nos données pour servir les besoins internes et les nouveaux usages à destination de nos clients.",Company - Private,Financial Services,Investment & Asset Management,159,junior,0,0,0,0,0,60,75
57,67.5,MAIF,3.9,DATA ANALYST H/F - Pilotage du fonctionnement de l'Entreprise - CDI,Niort,"Intitulé du poste
DATA ANALYST H/F - Pilotage du fonctionnement de l'Entreprise - CDI
Type de contrat
Contrat à durée indéterminée
Temps de travail
Plein temps
Description",Company - Private,Insurance,Insurance Carriers,89,junior,0,0,0,0,0,60,75
58,67.5,Breega,4.8,Environmental Data Scientist @Carbon Maps,Paris,"Carbon Maps is the first comprehensive climate management platform for the food industry.
Our food system is a major contributing factor to global greenhouse gas emissions, deforestation and water consumption worldwide.
At Carbon Maps, we are on a mission to help the food industry reduce its environmental footprint, by collecting and analyzing data across all stages of the food chain, from farmers to consumers.
The Carbon Maps’ cloud platform enables agri-food industry players to:
perform rapid, high-precision assessments of the environmental impact of their products, from raw materials to processing to distribution and agricultural raw materials;
gain actionable insights and tools to help them execute and monitor their climate plans.",Company - Private,Financial Services,Investment & Asset Management,10,junior,0,0,0,0,0,60,75
59,67.5,Capgemini,3.5,Data Scientist H/F,Paris,"L'entreprise

Capgemini est un leader mondial du conseil, des services informatiques et de la transformation numérique. A la pointe de l’innovation, le Groupe aide ses clients à saisir l’ensemble des opportunités que présentent le cloud, le digital et les plateformes. Fort de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, il accompagne les entreprises et organisations dans la réalisation de leurs ambitions, de la définition de leur stratégie à la mise en oeuvre de leurs opérations.Pour Capgemini, ce sont les hommes et les femmes qui donnent toute sa valeur à la technologie. Résolument multiculturel, le Groupe compte plus de 325 000 collaborateurs présents dans plus de 55 pays. Il a réalisé un chiffre d'affaires de 18,1 milliards d'euros en 2021.
CAPGEMINI, Entreprise handi accueillante, conformément à la norme AFNOR NF X50-783, est également signataire de la charte de la diversité en entreprise.",Company - Public,Information Technology,Enterprise Software & Network Solutions,56,junior,0,0,0,0,0,60,75
60,50.0,Numberly,4.1,Data Analyst Programmatique,Paris,"Description de l'entreprise

L'histoire de Numberly commence en 2000, puis c'est l'entrée en bourse, beaucoup d'investissements tech et R&D, quelques acquisitions, une croissance à deux chiffres, et nous voici.
Marketing Technologist, Numberly est un des acteurs phares du Data Marketing en Europe. Numberly allie passion pour la technologie et goût d’un marketing responsable qui protège la vie privée des consommateurs, tout en aidant les marques à être plus efficaces dans leur compréhension et activation grâce à la maîtrise de la donnée.
Aujourd'hui, nous sommes une équipe soudée de 500 talents accompagnant de grands groupes français et internationaux dans plus de 50 pays.",Company - Public,Media & Communication,Advertising & Public Relations,23,junior,0,0,0,0,0,40,60
61,50.0,Insitoo,5.0,Data Analyst Junior (H/F),Lille,"Basée à Lille, Lyon, Nantes, Grenoble et Bruxelles, Insitoo Freelances est une société du groupe Insitoo, spécialisée dans le placement et le sourcing des Freelances IT et Métier. Depuis 2007, Insitoo Freelances a su s’imposer comme une référence en matière de freelancing par son expertise dans l’IT et ses valeurs de transparence et de proximité. Actuellement, afin de répondre aux besoins de nos clients, nous recherchons un Data Analyst Junior (H/F) à Lille, Hauts-de-France, France.
Le poste est à pourvoir dans le service RUN SI Data de la DSI Corporate, plus particulièrement pour renforcer l’équipe en charge du RUN des plateformes Big Data basées sur Google Cloud.
Les missions attendues par le Data Analyst Junior (H/F) sont :
Assurer le bon fonctionnement des applications et des solutions en production (gestion, support, …)
Participer à la mise en place de sondes et à leur supervision",Company - Private,Human Resources & Staffing,Staffing & Subcontracting,16,junior,0,0,0,0,0,40,60
62,50.0,Rubix,4.2,Pricing Data Analyst - Lyon,Lyon,"PRÉSENTATION DE L'ENTREPRISE
Rubix est leader européen de la distribution de produits et de solutions aux industriels.

Notre mission : faciliter l'industrie à nos clients en les accompagnant dans l'amélioration de leur performance économique, opérationnelle et environnementale. Pour cela, nous écoutons et analysons les besoins de chacun d'eux afin de proposer des produits et services adaptés, à forte valeur ajoutée, leur permettant de se concentrer pleinement sur leur coeur de métier.

Rubix en France, c'est la puissance d'un ancrage territorial et d'une expertise technique toujours plus innovante et performante, grâce à ses 200 agences et au savoir-faire de ses 2800 collaborateurs. La force de ce réseau, nous a permis de réaliser en 2021 un chiffre d'affaires de plus de 835 millions d'euros.

En rejoignant Rubix, vous intégrez un leader en forte croissance, qui propose de très belles perspectives aux talents entrepreneurs grâce à ses performances, son énergie, son dynamisme, et à sa culture à la fois exigeante et bienveillante.",Company - Private,Information Technology,Information Technology Support Services,14,junior,0,0,0,0,0,40,60
63,50.0,Numberly,4.1,Marketing Data Analyst,Paris,"Description de l'entreprise

Numberly est reconnu comme l’un des meilleurs spécialistes mondiaux du Data Marketing avec près de 500 collaborateurs et 8 bureaux dans le monde au service de plus de 500 clients de premier plan (L'Oréal, Ipsen, Groupe Seb, Moleskine, Ouigo, Maje, HSBC…). En mettant la technologie au service des marques et des consommateurs, Numberly est au cœur de la croissance des entreprises et de l’aspiration de chacun à un marketing plus responsable et plus pertinent. Numberly s’appuie sur les avancées les plus récentes en matière de traitement, d’analyse et d’activation media des données dans un contexte vertueux alliant compétitivité des entreprises et respect renforcé de la vie privée et de la protection des données.

Description du poste

Vous recherchez des projets stimulants dans un environnement bienveillant tout en participant à la croissance d’un groupe expert du marketing digital ? Vous avez envie d’accompagner des clients dans la réflexion de leurs stratégies digitales puis leurs déploiements sur les différents canaux et plateformes d’activation ? Rejoignez la team Numberly !",Company - Public,Media & Communication,Advertising & Public Relations,23,junior,0,0,0,0,0,40,60
64,50.0,Licorne Society,-1.0,Data Analyst - startups,Paris,"Licorne Society est à la recherche de Data Analyst pour des startups innovantes, ne laisse pas passer ta chance !

C’est quoi Licorne Society ?

Licorne Society est le seul outil qui te met en relation avec plus de 3000 startups recrutant en France, tous secteurs et métiers confondus. Qu’elles soient en création ou en phase d’hypercroissance, toutes les startups t’attendent sur Licorne Society. Ah oui, et c’est gratuit !
Notre promesse : faire matcher ta recherche avec les meilleures opportunités et mettre en avant ton profil auprès des startups qui recrutent.

>> www.licornesociety.com <<

L'inscription prend moins de 10 minutes. Tu pourras alors accéder à l'ensemble des offres en startup du marché et être contacté directement par les recruteurs :

1 - Remplis ton profil et tes attentes.
2 - Passe en revue les offres que nous te proposons en fonction de tes critères de recherche et reçois une notification à chaque nouvelle offre publiée. Avec notre mode Tinder, tu n’as qu’à swiper les offres. Matcher avec le job de tes rêves n’a jamais été aussi simple !
3 - Reçois des sollicitations directes pour des postes de Data Analyst au sein de nos startups préférées (pour ne citer que BackMarket, PlayPlay, Payfit, Trustpair ou encore Choco)

Profil recherché :

Les parcours particulièrement valorisés chez Licorne Society :

On se dit à tout de suite sur la plateforme ?
>> www.licornesociety.com <<",Company - Private,-1,-1,-1,junior,0,0,0,0,0,40,60
65,50.0,Numberly,4.1,Data Analyst Programmatic,Paris,"Company Description

Numberly, Marketing Technologist, puts data at the service of customer relations. The group enables companies to understand the needs of their prospects and customers as well as interact with each other in an efficient and relevant way.
With expertise in omnichannel orchestration, programmatic activation and conversational platforms, its experts develop and implement high-impact experiments.
With teams in Paris, London, Amsterdam, Dubai, Montreal and New York, Numberly operates in more than 50 countries: the international group has been expanding for almost 20 years. More than 500 employees contribute every day to quality customer satisfaction and execution, remaining curious, agile and innovative, a state of mind that drives Numberly.",Company - Public,Media & Communication,Advertising & Public Relations,23,junior,0,0,0,0,0,40,60
66,50.0,INFORMATIS,3.0,Analyste DATA,Nogent-sur-Seine,"INFORMATIS-TS recrute un Analyste DATA. Intégré au service It et encadré par son responsable, vous êtes en charge de :
Vos missions :
Préparation d’un plan de travail de correction des données
Recueillir toutes les données statiques pour L’ERP de l’entreprise
Saisir, mettre à jour, vérifier la cohérence, contrôler la qualité des données
Catégoriser les données afin de les exploiter au mieux
Créer et mettre à jour des manuels de gestion de données
Participer à la création d'un système d'analyse de la qualité des données
Analyser des données simples existantes et rechercher des écarts de données",Company - Private,-1,-1,52,junior,0,0,0,0,0,40,60
67,50.0,Natixis,4.1,Data Analyst (F/H) - Financing Global Trade Finance & BI,Charenton-le-Pont,"Acteur financier d'envergure internationale, Natixis Corporate & Investment Banking met à disposition des entreprises, institutions financières, sponsors financiers, souverains et supranationaux une palette de services en conseil, investment banking, financements, banque commerciale et sur les marchés de capitaux.
Ses équipes d'experts, présentes dans 30 pays, conseillent les clients sur leur développement stratégique en les accompagnant dans la croissance et la transformation de leurs activités tout en maximisant leur impact positif. Natixis Corporate & Investment Banking s'est engagée à soutenir la transition environnementale en alignant son bilan financier sur une trajectoire de +1,5 °C d'ici à 2050.
Natixis Corporate & Investment Banking fait partie du pôle Global Financial Services du Groupe BPCE, 5e établissement financier européen et 2e acteur bancaire en France à travers ses réseaux Banque Populaire et Caisse d'Epargne.
Si vous êtes enthousiaste à l'idée de relever des défis passionnants, d'avoir un impact et de contribuer à la construction du monde de demain, rejoignez-nous et faites bien plus qu'un simple job.",Company - Private,Financial Services,Investment & Asset Management,17,junior,0,0,0,0,0,40,60
68,50.0,Clarins,3.6,CDD – CRM Data Analyst,Neuilly-sur-Seine,"CDD - CRM Data Analyst

A global leading skincare and make-up company, Clarins group is the embodiment of a committed family history, with a fierce passion for innovation and spirit of independence. Its raison d’être is ""making life more beautiful, passing on a more beautiful planet"".

Operating in more than 150 countries, we are now the number one skincare company in Europe and are accelerating our development on all other continents, particularly in Asia and the Americas.

Because our 8,000 talents are unique, we are committed to promoting diversity in all its forms.

Do you want to help write the next chapter of our story? We are looking for a CRM Data Analyst based in Paris.

The role:",Company - Private,Manufacturing,Consumer Product Manufacturing,69,junior,0,0,0,0,0,40,60
69,50.0,McKinsey & Company,4.4,"Data Scientist (full time, all seniority levels) - QuantumBlack",Paris,"Who You'll Work With
Based in Paris and working across the region, as a consultant data scientist you will work closely with our clients, data engineers and all types of McKinsey consultants on interdisciplinary projects, using maths, stats and machine learning to derive structure and knowledge from raw data across various industry sectors.
This hybrid client-facing/technical role will allow you to use state of the art technologies to solve highly impactful business problems, whilst also leveraging your strong communication skills to convey complex intractable ideas to non-technical audiences.
Who you are
This full time position is for a data scientist across all seniority levels with strong intrinsic technical ability and an aptitude to solving complex problems using technology.",Company - Private,Management & Consulting,Business Consulting,14,junior,0,0,0,0,0,40,60
70,50.0,EY,3.9,Consultant(e) / Manager - Data Analytics & Automatisation - FAAS - Lille - H/F,Lille,"EY est au cœur de la transformation et de la digitalisation de l’économie.

Les équipes Financial Accounting and Advisory Services (FAAS) d’EY accompagnent les directions financières pour répondre aux grands enjeux de la fonction finance : mesurer l’efficacité et la création de valeur des entreprises, accompagner dans la transformation digitale, être acteur de la stratégie de l’entreprise, participer à la politique d’investissement et de financement mais aussi optimiser les processus et améliorer le contrôle de la fonction finance.

EY propose un large éventail de services en matière de transformation de la fonction finance, de pilotage de la performance, de reporting consolidé, d’excellence comptable, de trésorerie, d’optimisation des processus financiers et de contrôle interne, et d’assistance comptable pour les transactions (acquisition, carve out, introduction en bourses, refinancement…)",Unknown,-1,-1,-1,junior,0,0,0,0,0,40,60
71,50.0,APRIL,3.7,Data Scientist,Lyon,"Véritable industrie de la donnée, rejoignez le monde de l’assurance et mettez votre expertise au service de la valorisation de notre patrimoine informationnel !

Votre objectif : éclairer et objectiver les prises de décisions des différentes parties prenantes de l'entreprise.

Et si être « Data Scientist » chez APRIL vous permettait …- de choisir un métier dont vous pourrez être fier : «accompagner et protéger à chaque moment qui compte, simplement» telle est la mission et la raison d’être partagée par l’ensemble de nos collaborateurs,
de développer votre expertise dans un environnement en pleine transformation, au carrefour de l’innovation et de l’expérience client : notre ambition à horizon 2023, être un acteur digital, omnicanal et agile, champion de l'expérience client,
de vous engager au sein d'une entreprise engagée : nous rejoindre, c’est faire partie d’un Groupe responsable qui agit en entreprise citoyenne en étant mobilisé autour de 4 axes (santé, aidants, éducation et environnement) avec un impact sociétal positif et réel.
Nous nous engageons à promouvoir des emplois respectant la diversité et la différence, ouverts à chacun.


Gestion des données et support à la décision

Veille et développement de l'activité

Cette opportunité est à pourvoir dans le cadre d'une création de poste

Directement rattaché.e à Nicolas , Directeur de la distribution directe, vous rejoindrez l'équipe DIAG (Data Innovation & Analytics group) basée à Lyon.

Dès votre arrivée, vous bénéficierez d'un parcours d'intégration pour favoriser votre prise de poste.

Vous disposez au minimum d'un Bac +3en statistique et traitement de l'information ou Datamining ou économétrie ou informatique décisionnelle.



Cette opportunité est faite pour vous ? N'attendez plus pour postuler en nous adressant votre CV accompagné de quelques lignes sur votre projet professionnel et ce qui pourrait vous épanouir aujourd'hui. Ce sera la première étape de notre processus de recrutement.

Si vous n’êtes pas sûr(e) que cette offre soit LA bonne, d’autres postes sont à pourvoir, alors n’hésitez pas à consulter notre site carrière et/ou notre page Linkedin !",Company - Public,Insurance,Insurance Carriers,25,junior,0,0,0,0,0,40,60
72,50.0,AXA,4.1,Business Data Analyst - Operations,Puteaux,"Référence de l’offre
230003VA
Type de contrat
CDI
Niveau d'expérience
Expérimentés
Société du groupeAXA Investment Managers
Famille métier",Company - Private,Insurance,Insurance Carriers,38,junior,0,0,0,0,0,40,60
73,50.0,Le Groupe La Poste,3.6,Data Analyst Export,Paris,"La Poste Groupe change, nos métiers évoluent.
Etre toujours au plus près des Français, développer la confiance dans le numérique et être acteur de la transformation écologique, c'est aussi le sens de notre métier.
Chaque jour, sur l'ensemble du territoire, nos 250 000 collaborateurs imaginent les services de demain.
Rejoindre La Poste Groupe, c'est rejoindre une entreprise responsable !
Vous aussi, engagez-vous à nos côtés pour donner du sens à votre métier.

Pour accompagner la croissance du e-Commerce à l’international, la Direction des Opérations Internationales (DOI) a pour mission d’améliorer l’expérience client et la compétitivité des offres.Au sein de la DOI, vous avez en charge les outils de pilotage de la supply chain, proposez et mettez en œuvre les outils d’aide à la décision : Organiser et piloter les échanges de données : Pilote les échanges de données entre les parties prenantes : centres opérationnels, opérateurs de transport et postes étrangèresEst moteur sur le développement d’outil de supervision métier notamment sur l’absence de transmission d’informationAnalyse les dysfonctionnements en coordination les équipes SI ou techniques de La Poste et les partenaires externesGarantir l’efficience opérationnelle et la satisfaction client : Est force de proposition sur la mise en place d’outils dédiés basés sur des technologies innovantesIdentifie les impacts clients ou impacts pour la Poste des écarts ou des situations spécifiques rencontréesLance les plans d’actions en partenariat avec les équipes de la DOI, des opérations et des partenaires du transportAssurer la veille règlementaire sur la Data : Est porteur du changement des normes et règlementations pour La Poste Accompagne les parties prenantes et s’assure de la faisabilité et de la compréhension des enjeux techniquesParticipe aux instances internationales

Diplômé d'un Bac + 5 ""DATA"", vous possédez une expérience de 5 années dans la logistique ou les SI associée idéalement à une expérience en management de projet.",Company - Private,Financial Services,Banking & Lending,32,junior,0,0,0,0,0,40,60
74,50.0,1Dsolutions,-1.0,Consultant Data analyst,Paris,"Ajouté le 25/04/2023
Durée : 12 mois
Donne un sens aux données à l’aide de ses connaissances analytiques (SQL, analytics/BI, statistiques basiques).
Il travaille en collaboration avec le management pour résoudre des questions business en se focalisant sur l’analyse du passé.
Contribue à la mise en œuvre des outils informatiques, des techniques et des méthodes statistiques pour permettre d’organiser, synthétiser et traduire efficacement des données
Fournir un appui analytique à la conduite d’exploration et à l’analyse complexe de données
• Contribuer à l’industrialisation du procédé pour les données les plus intéressantes. • Organiser, synthétise et traduit les informations pour faciliter la prise de décision.",-1,-1,-1,-1,junior,0,0,0,0,0,40,60
75,50.0,Thales,4.0,Ingénieur Data Analyst F/H,Lille,"QUI SOMMES-NOUS ?
Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.
Le site de Lambersart est largement dédié aux activités de Soutien & Services Clients Opérations. Il abrite également les activités d’ingénierie et intégration des réseaux stratégiques, et de développement logiciel. Il développe et maintient des solutions de réseaux stratégiques, et réalise les activités de soutien et de service client pour l’ensemble des solutions livrées de systèmes d’information et de communications sécurisées.














Le poste pouvant nécessiter d'accéder à des informations relevant du secret de la défense nationale, la personne retenue fera l'objet d'une procédure d’habilitation, conformément aux dispositions des articles R.2311-1 et suivants du Code de la défense et de l’IGI 1300 SGDSN/PSE du 09 août 2021.
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",Company - Public,Aerospace & Defense,Aerospace & Defense,23,junior,0,0,0,0,0,40,60
76,50.0,Canal Plus,3.7,CDI - data Analyst,Puteaux,"CANAL+ Brand Solutions, Régie publicitaire du groupe Canal+, commercialise 36 marques média, dont CANAL+, C8, CSTAR, CNEWS, les marques Eurosport & Discovery, RTL9, ViceTV, myCANAL, UGC et le Grand Rex et propose aux marques des solutions de communication innovantes en TV, Digital, Cinéma, Print, Data et Brand content.

Rattaché(e) à la Direction Digital, Data et Innovation de la Régie, vous aurez pour principaux objectifs le développement et la mise en place de solutions data en collaboration avec les équipes DATA du groupe Canal+, ainsi que la promotion de ces solutions, en interne et en externe.
Pour cela vous serez amené.e à :
Exploiter et analyser les bases de données de l’écosystème Canal+ à des fins d’analyse, d’optimisation, de ciblage et de mesure de l’efficacité des campagnes",Company - Public,Media & Communication,Broadcast Media,39,junior,0,0,0,0,0,40,60
77,50.0,AUCHAN RETAIL SERVICES,3.5,Data Analyst F/H,Villeneuve-d'Ascq,"Avec Auchan, révélez vos talents...

Le commerce est le lieu d'expression privilégié des enjeux contemporains de notre société : environnement, pouvoir d’achat, nouvelles expériences client, haut niveau de service et digitalisation des parcours d’achats, respect de la vie privée, impact de la Data et de l’IA sur la transformation d’ensemble des métiers … le Retail de demain s’invente aujourd’hui !

Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer sa façon de faire du commerce. Aujourd'hui, rejoignez les équipes d’Auchan Retail France au cœur de la transformation d’une grande entreprise de Retail et d’enjeux sociétaux majeurs.

Nous recherchons un pour pour notre",Company - Private,Retail & Wholesale,General Merchandise & Superstores,42,junior,0,0,0,0,0,40,60
78,50.0,Nature et découvertes,3.7,Data Analyst F/H,Versailles,"Vous souhaitez concilier commerce, humanisme, engagement, audace et exigence ? Rejoignez Nature & Découvertes ! Créée en 1990, l’entreprise française s’est dotée d’un écosystème réunissant sa Fondation pour la biodiversité et l’éducation à la nature, son centre de formation ainsi qu’une ferme urbaine de permaculture. Certifiée B Corp et entreprise à mission, elle agit au quotidien pour s’inscrire dans un monde plus durable à travers son offre de produits et expériences. Avec plus de 90 magasins en Europe, elle s’attache également au développement et à l'épanouissement de ses 1000 salariés.

Dans le cadre de notre développement nous recherchons un.e Data Analyst H/F

Au sein de la direction Clients, lvous traiterez l’ensemble des données disponibles (tickets, clients, opérations commerciales, CRM …) pour développer la connaissance clients dans l’entreprise, suivre et optimiser l’efficacité des actions, développer et maintenir des outils innovants pour exploiter la data.",Unknown,Retail & Wholesale,Other Retail Stores,33,junior,0,0,0,0,0,40,60
79,50.0,EY,3.9,Consultant Data Analyst Débutant F/H - Septembre 2022,Paris,"L’équipe Digital Hub est en charge de l’ensemble des projets digitaux pour les métiers de l’audit et du conseil financier. En position transversale, les domaines d’intervention de l’équipe sont très larges (industrie, secteur public, énergie, et retail, etc.) et le Digital Hub constitue le point d’entrée unique pour l'ensemble pour accompagner sur le terrains nos clients sur les thématiques de Transformation Digitale.
Notre objectif est également, par un effort permanent de formation et de qualification, d’être à la pointe de la technologie afin d’anticiper l’évolution du marché et les conséquences sur l’organisation de nos clients, leurs besoins et les éventuelles conséquences sur nos différents métiers. Localisée au sein du Lab EY à La Défense, espace de 600m² dédié à l’innovation autour du digital, de la data et du Cyber, l’équipe du Digital Hub fait partie de l’écosystème innovation en collaboration étroite avec les autres métiers du Conseil, du Juridique et de la transaction.
Vous serez intégré au sein d’une équipe de 20 personnes, gérée en mode start-up, dédiée à la mise en place de la transformation digitale des missions d’audit et de conseil financier.",Unknown,-1,-1,-1,junior,0,0,0,0,0,40,60
80,50.0,Natixis,4.1,Data Analyst - Trade Finance & BI (F/H),Charenton-le-Pont,"Acteur financier d'envergure internationale, Natixis Corporate & Investment Banking met à disposition des entreprises, institutions financières, sponsors financiers, souverains et supranationaux une palette de services en conseil, investment banking, financements, banque commerciale et sur les marchés de capitaux.
Ses équipes d'experts, présentes dans 30 pays, conseillent les clients sur leur développement stratégique en les accompagnant dans la croissance et la transformation de leurs activités tout en maximisant leur impact positif. Natixis Corporate & Investment Banking s'est engagée à soutenir la transition environnementale en alignant son bilan financier sur une trajectoire de +1,5 °C d'ici à 2050.
Natixis Corporate & Investment Banking fait partie du pôle Global Financial Services du Groupe BPCE, 5e établissement financier européen et 2e acteur bancaire en France à travers ses réseaux Banque Populaire et Caisse d'Epargne.
Si vous êtes enthousiaste à l'idée de relever des défis passionnants, d'avoir un impact et de contribuer à la construction du monde de demain, rejoignez-nous et faites bien plus qu'un simple job.",Company - Private,Financial Services,Investment & Asset Management,17,junior,0,0,0,0,0,40,60
